Gene stable ID,Mouse gene stable ID,Mouse gene name,"Mouse orthology confidence [0 low, 1 high]",Gene name
ENSG00000281038,,,,OR8U9
ENSG00000263150,,,,OR8J2
ENSG00000281773,,,,FAM8A2P
ENSG00000281819,,,,
ENSG00000262315,,,,OR8U8
ENSG00000280750,,,,
ENSG00000280577,,,,OR8L1P
ENSG00000280613,,,,NDUFA6-DT
ENSG00000261897,,,,OR5T3
ENSG00000262851,,,,OR5T2
ENSG00000280617,,,,OR8K2P
ENSG00000280712,,,,OR8I1P
ENSG00000262755,,,,OR8K3
ENSG00000262611,,,,OR8H1
ENSG00000263127,,,,RPL4P5
ENSG00000281800,,,,ICE2P1
ENSG00000282377,,,,
ENSG00000280821,,,,
ENSG00000281580,,,,LINC01060
ENSG00000262784,,,,OR5T1
ENSG00000272835,,,,SMDT1
ENSG00000281820,,,,RPL5P29
ENSG00000263328,,,,OR8K1
ENSG00000273498,,,,KIR2DL4
ENSG00000262796,,,,OR8J1
ENSG00000278229,,,,RPS17
ENSG00000281019,,,,
ENSG00000276920,,,,NKD2
ENSG00000281482,,,,
ENSG00000273194,,,,OLA1P1
ENSG00000273397,,,,NDUFA6
ENSG00000273785,,,,CYP2D8P
ENSG00000272532,,,,CYP2D6
ENSG00000281687,,,,SDHAP2
ENSG00000276896,,,,GOLGA8F
ENSG00000281603,,,,MUC20-OT1
ENSG00000273954,,,,LINC01194
ENSG00000278088,,,,CYP2D7
ENSG00000281060,,,,MUC20-OT1
ENSG00000275873,,,,LMNTD2
ENSG00000274166,,,,GOLGA6L10
ENSG00000277848,,,,MEGF11
ENSG00000282596,,,,DNM1P38
ENSG00000276482,,,,SLC12A7
ENSG00000276016,,,,ABR
ENSG00000282090,,,,HERC2P11
ENSG00000273936,,,,TNFRSF14
ENSG00000277445,,,,CPEB1
ENSG00000276143,,,,
ENSG00000275855,,,,
ENSG00000282126,,,,
ENSG00000273651,,,,GOLGA8G
ENSG00000282810,,,,MIR210HG
ENSG00000281417,,,,
ENSG00000272000,,,,
ENSG00000276230,,,,RNH1
ENSG00000278277,,,,
ENSG00000276994,,,,
ENSG00000278692,,,,KIR2DL2
ENSG00000275735,,,,KIR2DS2
ENSG00000273546,,,,LILRP1
ENSG00000275782,,,,U6
ENSG00000281521,,,,
ENSG00000277844,,,,DIS3L-AS1
ENSG00000282280,,,,
ENSG00000280983,,,,
ENSG00000277429,,,,SERF1B
ENSG00000261905,,,,
ENSG00000261893,,,,CLK2
ENSG00000285263,,,,
ENSG00000273635,,,,
ENSG00000282531,,,,
ENSG00000276068,,,,NAIP
ENSG00000276455,,,,
ENSG00000281946,,,,
ENSG00000274192,,,,ABCB10P4
ENSG00000273969,,,,
ENSG00000282058,,,,
ENSG00000276485,,,,
ENSG00000272765,,,,NDUFA6
ENSG00000276005,,,,
ENSG00000282516,,,,
ENSG00000282731,,,,
ENSG00000282587,,,,
ENSG00000277278,,,,HERC2
ENSG00000278846,,,,OLA1P1
ENSG00000262024,,,,TCF20
ENSG00000274801,,,,
ENSG00000280556,,,,
ENSG00000276798,,,,LILRA4
ENSG00000282581,,,,
ENSG00000276767,,,,Metazoa_SRP
ENSG00000280880,,,,
ENSG00000274700,,,,
ENSG00000274122,,,,Metazoa_SRP
ENSG00000281542,,,,
ENSG00000277365,,,,NDUFA6
ENSG00000280865,,,,
ENSG00000280521,,,,SDHAP2
ENSG00000275571,,,,TTC34
ENSG00000275430,,,,MUC20
ENSG00000277753,,,,MUC20
ENSG00000275306,,,,KIR2DS1
ENSG00000272901,,,,SMDT1
ENSG00000278403,,,,KIR3DL2
ENSG00000281274,,,,
ENSG00000274112,,,,SMDT1
ENSG00000281740,,,,
ENSG00000277131,,,,MMEL1
ENSG00000276163,,,,LAIR1
ENSG00000273616,,,,NDUFA6-DT
ENSG00000281901,,,,
ENSG00000280482,,,,
ENSG00000281915,,,,MUC20-OT1
ENSG00000281821,,,,
ENSG00000280909,,,,SDHAP2
ENSG00000262785,,,,PKLR
ENSG00000272813,,,,OLA1P1
ENSG00000275211,,,,CYP2D6
ENSG00000262303,,,,
ENSG00000280629,,,,
ENSG00000276613,,,,MUC4
ENSG00000281798,,,,
ENSG00000263181,,,,CYP2D7
ENSG00000278303,,,,MUC4
ENSG00000276825,,,,DRD4
ENSG00000282712,,,,DEAF1
ENSG00000280993,,,,MUC20-OT1
ENSG00000281742,,,,MCCC2
ENSG00000276561,,,,IRF7
ENSG00000263037,,,,MTX1P1
ENSG00000262734,,,,
ENSG00000263290,,,,SCAMP3
ENSG00000262055,,,,CYP2D8P
ENSG00000275658,,,,KIR2DL3
ENSG00000282457,,,,CSPG4P10
ENSG00000281184,,,,PSMB1
ENSG00000280722,,,,
ENSG00000281761,,,,
ENSG00000282814,,,,
ENSG00000278501,,,,TIMM22
ENSG00000275333,,,,FAM120B
ENSG00000275737,,,,KIR2DS2
ENSG00000274320,,,,GOLGA6L9
ENSG00000280518,,,,
ENSG00000278481,,,,KIR2DL5B
ENSG00000281300,,,,NXN
ENSG00000276387,,,,KIR2DS1
ENSG00000275991,,,,Metazoa_SRP
ENSG00000277163,,,,KIR2DS3
ENSG00000278086,,,,
ENSG00000274803,,,,BDP1
ENSG00000277540,,,,KIR2DL4
ENSG00000282209,,,,GOLGA6L17P
ENSG00000282755,,,,
ENSG00000282514,,,,
ENSG00000263231,,,,
ENSG00000282183,,,,GOLGA2P10
ENSG00000262446,,,,GBA
ENSG00000280621,,,,
ENSG00000280609,,,,
ENSG00000281225,,,,
ENSG00000280645,,,,MMEL1-AS1
ENSG00000276536,,,,HRAS
ENSG00000273494,,,,PANK4
ENSG00000274042,,,,GOLGA6L10
ENSG00000276461,,,,TCF20
ENSG00000282113,,,,
ENSG00000282114,,,,LINC00824
ENSG00000276228,,,,UBE2Q2P6
ENSG00000273753,,,,KIR2DP1
ENSG00000273673,,,,
ENSG00000275555,,,,DLL1
ENSG00000281976,,,,ADAMTS7P1
ENSG00000275838,,,,KIR3DL2
ENSG00000280592,,,,LINC01624
ENSG00000280883,,,,
ENSG00000280811,,,,NDUFA6-DT
ENSG00000282084,,,,UBE2Q2P2
ENSG00000282005,,,,LMNTD2-AS1
ENSG00000275037,,,,KIR3DS1
ENSG00000273859,,,,RASSF7
ENSG00000275049,,,,
ENSG00000273984,,,,MUC4
ENSG00000273822,,,,MUC4
ENSG00000276979,,,,KIR2DL4
ENSG00000276429,,,,PLCH2
ENSG00000273572,,,,CDHR5
ENSG00000276572,,,,KIR3DL3
ENSG00000275349,,,,SMN1
ENSG00000263324,,,,HCN3
ENSG00000281612,,,,
ENSG00000280626,,,,
ENSG00000280578,,,,
ENSG00000280504,,,,
ENSG00000278216,,,,UGT2A3
ENSG00000273529,,,,HES5
ENSG00000273943,,,,CNOT3
ENSG00000262666,,,,FAM189B
ENSG00000281197,,,,TNFRSF14-AS1
ENSG00000281308,,,,UGT2B27P
ENSG00000280525,,,,
ENSG00000280794,,,,
ENSG00000281650,,,,
ENSG00000281547,,,,UGT2B29P
ENSG00000281734,,,,
ENSG00000281321,,,,LINC02197
ENSG00000275190,,,,UGT2B10
ENSG00000262599,,,,DENND11
ENSG00000275125,,,,PRXL2B
ENSG00000274889,,,,TARM1
ENSG00000285240,,,,
ENSG00000281210,,,,
ENSG00000276159,,,,VSTM1
ENSG00000275581,,,,SERF1A
ENSG00000281154,,,,
ENSG00000278432,,,,
ENSG00000281510,,,,
ENSG00000276731,,,,KIR2DL2
ENSG00000277132,,,,UGT2B15
ENSG00000277894,,,,LILRP1
ENSG00000278426,,,,LENG1
ENSG00000276279,,,,KIR2DP1
ENSG00000261994,,,,WEE2-AS1
ENSG00000278355,,,,LILRA5
ENSG00000276177,,,,KIR2DL5A
ENSG00000277071,,,,NLRP7
ENSG00000280740,,,,
ENSG00000280720,,,,
ENSG00000278061,,,,MT2P1
ENSG00000274394,,,,KIR3DL3
ENSG00000281704,,,,
ENSG00000274058,,,,TMPRSS11E
ENSG00000262771,,,,SSBP1
ENSG00000274953,,,,VSTM1
ENSG00000278634,,,,LILRA2
ENSG00000278362,,,,NCR1
ENSG00000263238,,,,CTSO
ENSG00000281174,,,,
ENSG00000282598,,,,
ENSG00000281127,,,,
ENSG00000274473,,,,SCT
ENSG00000281890,,,,
ENSG00000275272,,,,YTHDC1
ENSG00000282367,,,,PTDSS2
ENSG00000281794,,,,MUC20-OT1
ENSG00000273666,,,,LILRP2
ENSG00000262505,,,,
ENSG00000278691,,,,KIR3DP1
ENSG00000275399,,,,NLRP2
ENSG00000275522,,,,KIR2DL1
ENSG00000262635,,,,TDO2
ENSG00000274623,,,,U6
ENSG00000226463,,,,OR2W1
ENSG00000272603,,,,NOP56P1
ENSG00000224229,,,,
ENSG00000241408,,,,
ENSG00000281421,,,,
ENSG00000236927,,,,OR14J1
ENSG00000274566,,,,GP6
ENSG00000234495,,,,TRIM27
ENSG00000281104,,,,
ENSG00000281870,,,,
ENSG00000280892,,,,
ENSG00000278384,,,,
ENSG00000274050,,,,GP6
ENSG00000262327,,,,AGK
ENSG00000277824,,,,
ENSG00000277006,,,,DEFB104B
ENSG00000263042,,,,WEE2
ENSG00000278827,,,,
ENSG00000274729,,,,DEFB105B
ENSG00000277807,,,,LILRB1
ENSG00000275196,,,,KIR2DL1
ENSG00000273519,,,,U6
ENSG00000277923,,,,MBOAT7
ENSG00000274540,,,,PRR23D1
ENSG00000262671,,,,
ENSG00000281161,,,,
ENSG00000273884,,,,LILRA3
ENSG00000262656,,,,U1
ENSG00000275444,,,,DEFB4B
ENSG00000276342,,,,TMEM179
ENSG00000281040,,,,FAM90A7P
ENSG00000274513,,,,LILRB2
ENSG00000278081,,,,RPS9
ENSG00000273641,,,,DEFB103B
ENSG00000275724,,,,NDUFA3
ENSG00000234411,,,,HCG14
ENSG00000277802,,,,
ENSG00000276378,,,,DEFB108C
ENSG00000272613,,,,RPL13P
ENSG00000272793,,,,
ENSG00000282155,,,,
ENSG00000281407,,,,FAM90A22P
ENSG00000282226,,,,
ENSG00000225351,,,,ZNF311
ENSG00000275551,,,,OSCAR
ENSG00000280960,,,,OR7E157P
ENSG00000282496,,,,HSPD1P3
ENSG00000281150,,,,FAM90A21P
ENSG00000274195,,,,ZNF705G
ENSG00000281767,,,,
ENSG00000274126,,,,C14orf180
ENSG00000275474,,,,RDH13
ENSG00000281429,,,,FAM20C
ENSG00000277530,,,,DEFB107B
ENSG00000282075,,,,
ENSG00000275031,,,,METRNL
ENSG00000280471,,,,FAM90A6P
ENSG00000277776,,,,NLRP7
ENSG00000272857,,,,LINC01623
ENSG00000235788,,,,LINC01015
ENSG00000281993,,,,
ENSG00000274174,,,,NLRP7
ENSG00000281788,,,,
ENSG00000274405,,,,SPAG11B
ENSG00000281349,,,,
ENSG00000233054,,,,OR2B3
ENSG00000228147,,,,HCG22
ENSG00000281945,,,,
ENSG00000278759,,,,TBCD
ENSG00000278789,,,,NLRP2
ENSG00000235915,,,,LST1
ENSG00000277733,,,,MBOAT7
ENSG00000275794,,,,DEFB106B
ENSG00000281094,,,,
ENSG00000281561,,,,
ENSG00000277667,,,,
ENSG00000280677,,,,FAM66B
ENSG00000275165,,,,TSEN34
ENSG00000280939,,,,
ENSG00000278114,,,,MUC20
ENSG00000281862,,,,FAM90A23P
ENSG00000275434,,,,KIR3DS1
ENSG00000276464,,,,POMZP3
ENSG00000276296,,,,TFPT
ENSG00000274005,,,,RPS9
ENSG00000281848,,,,TOMM40P4
ENSG00000275979,,,,CNOT3
ENSG00000274362,,,,CDRT15P3
ENSG00000278300,,,,KIR2DS2
ENSG00000274392,,,,
ENSG00000278468,,,,MUC4
ENSG00000273833,,,,TFPT
ENSG00000276420,,,,PRAMEF5
ENSG00000276184,,,,UPK3B
ENSG00000277953,,,,
ENSG00000274107,,,,
ENSG00000276816,,,,PRAMEF22
ENSG00000277853,,,,PRAMEF18
ENSG00000282257,,,,
ENSG00000276421,,,,
ENSG00000275193,,,,MYL6P5
ENSG00000281121,,,,
ENSG00000281229,,,,
ENSG00000281950,,,,SPDYE16
ENSG00000280946,,,,
ENSG00000281597,,,,
ENSG00000281073,,,,
ENSG00000277033,,,,B3GNTL1
ENSG00000278021,,,,PRAMEF8
ENSG00000282580,,,,
ENSG00000282364,,,,
ENSG00000274739,,,,KIR2DS5
ENSG00000273896,,,,TSEN34
ENSG00000282379,,,,DTX2
ENSG00000274109,,,,HNRNPCL2
ENSG00000276299,,,,PRAMEF25
ENSG00000278415,,,,FCAR
ENSG00000274703,,,,OSCAR
ENSG00000275123,,,,TARM1
ENSG00000281711,,,,
ENSG00000273865,,,,HNRNPCL4
ENSG00000273916,,,,
ENSG00000276370,,,,PRAMEF33
ENSG00000281573,,,,PRAMEF9
ENSG00000282349,,,,
ENSG00000282254,,,,
ENSG00000276526,,,,LILRP1
ENSG00000275661,,,,
ENSG00000276351,ENSMUSG00002075214,,1,
ENSG00000276345,ENSMUSG00000037772,Mrpl23,1,
ENSG00000252239,,,,U6
ENSG00000276452,,,,LILRB1
ENSG00000273532,ENSMUSG00002076121,,1,
ENSG00000226271,,,,OR2J3
ENSG00000277457,,,,LENG1
ENSG00000231904,,,,HLA-H
ENSG00000231179,,,,MICB
ENSG00000278296,,,,U6
ENSG00000274504,,,,RDH13
ENSG00000277996,,,,
ENSG00000274511,,,,KIR3DL3
ENSG00000278365,,,,NDUFA3
ENSG00000274533,,,,KIR2DS4
ENSG00000276739,,,,KIR3DL2
ENSG00000278120,,,,KIR2DS1
ENSG00000278707,,,,KIR3DL2
ENSG00000274185,,,,LILRA4
ENSG00000230754,,,,OR2U2P
ENSG00000237703,,,,TRIM10
ENSG00000276720,,,,
ENSG00000273726,,,,
ENSG00000277751,,,,LILRB2
ENSG00000275462,,,,LILRP2
ENSG00000262145,,,,ATP23
ENSG00000282475,,,,
ENSG00000262927,,,,FAM138D
ENSG00000276312,,,,
ENSG00000276700,,,,RNA5-8SN4
ENSG00000273564,,,,FAM189A1
ENSG00000275757,,,,5_8S_rRNA
ENSG00000262226,,,,
ENSG00000273739,,,,
ENSG00000262016,,,,
ENSG00000278154,,,,LAIR1
ENSG00000262607,,,,IQSEC3
ENSG00000262819,,,,
ENSG00000281424,,,,
ENSG00000276033,,,,KIR3DX1
ENSG00000262201,,,,LINC02403
ENSG00000280545,,,,
ENSG00000262082,,,,
ENSG00000274131,,,,CEACAM4
ENSG00000235714,,,,MICG
ENSG00000262349,,,,GIHCG
ENSG00000236967,,,,RNF39
ENSG00000262776,,,,RN7SKP65
ENSG00000282190,,,,
ENSG00000282368,,,,
ENSG00000275539,,,,LILRA6
ENSG00000282422,,,,
ENSG00000282696,,,,
ENSG00000280470,,,,CEACAMP3
ENSG00000236614,,,,ZNF90P2
ENSG00000276495,,,,APBA2
ENSG00000272877,,,,DDX11L8
ENSG00000231350,,,,MUC21
ENSG00000281216,,,,KIF26B
ENSG00000274857,,,,PLEKHA3P1
ENSG00000281505,,,,DNAJC19P2
ENSG00000263137,,,,
ENSG00000278565,,,,CEACAM21
ENSG00000224642,,,,HCG15
ENSG00000235722,,,,TRIM31-AS1
ENSG00000228978,,,,TNF
ENSG00000262193,,,,
ENSG00000262435,,,,WASH8P
ENSG00000232289,,,,OR11A1
ENSG00000282676,,,,
ENSG00000276912,,,,KIR3DP1
ENSG00000234096,,,,MOG
ENSG00000274143,,,,KIR2DL5A
ENSG00000281630,,,,MUC20
ENSG00000280748,,,,
ENSG00000281317,,,,BTG3-AS1
ENSG00000281659,,,,DNAJC19P3
ENSG00000281484,,,,BTG3
ENSG00000276944,,,,
ENSG00000280726,,,,
ENSG00000281418,,,,SDHAP2
ENSG00000280540,,,,LINC01480
ENSG00000281654,,,,
ENSG00000280501,,,,CEACAM7
ENSG00000281583,,,,
ENSG00000277800,,,,TBX22
ENSG00000281382,,,,
ENSG00000280972,,,,
ENSG00000281556,,,,
ENSG00000280542,,,,
ENSG00000280882,,,,
ENSG00000275577,,,,VSTM1
ENSG00000281224,,,,
ENSG00000275564,,,,FCAR
ENSG00000282185,,,,PTPRN2
ENSG00000282038,,,,
ENSG00000276802,,,,HERC2
ENSG00000275118,,,,MBOAT7
ENSG00000282540,,,,WHAMMP2
ENSG00000282006,,,,
ENSG00000282073,,,,
ENSG00000282145,,,,
ENSG00000275644,,,,OSCAR
ENSG00000282224,,,,
ENSG00000282479,,,,ABCB10P3
ENSG00000277090,,,,GOLGA8G
ENSG00000281900,,,,
ENSG00000281400,,,,
ENSG00000281065,,,,
ENSG00000280940,,,,
ENSG00000280929,,,,
ENSG00000273579,,,,C22orf15
ENSG00000274926,,,,KIR2DL1
ENSG00000282781,,,,
ENSG00000282147,,,,FAM20C
ENSG00000282309,,,,
ENSG00000281670,,,,CABIN1
ENSG00000282645,,,,
ENSG00000274796,,,,TSEN34
ENSG00000281153,,,,
ENSG00000281951,,,,
ENSG00000274439,,,,CXADRP2
ENSG00000274240,,,,
ENSG00000276636,,,,
ENSG00000280555,,,,LINC02203
ENSG00000277517,,,,
ENSG00000282557,,,,
ENSG00000282333,,,,
ENSG00000274843,,,,MUC20
ENSG00000282662,,,,
ENSG00000277409,,,,MAMDC2-AS1
ENSG00000275837,,,,SMARCB1
ENSG00000278608,,,,MAMDC2
ENSG00000282575,,,,
ENSG00000281622,,,,
ENSG00000281208,,,,LONRF2P4
ENSG00000282461,,,,
ENSG00000274846,,,,
ENSG00000272803,,,,PRH2
ENSG00000278178,,,,
ENSG00000282779,,,,
ENSG00000275304,,,,U6
ENSG00000282567,,,,HERC2P1
ENSG00000275633,,,,GP6
ENSG00000281507,,,,
ENSG00000280463,,,,
ENSG00000277361,,,,OCA2
ENSG00000281803,,,,
ENSG00000278776,,,,OR4M2B
ENSG00000281718,,,,GRAMD4P6
ENSG00000277177,,,,LILRA6
ENSG00000281804,,,,NBEAP4
ENSG00000281688,,,,NF1P9
ENSG00000262531,,,,
ENSG00000274806,,,,U2
ENSG00000281263,,,,
ENSG00000262111,,,,TAS2R30
ENSG00000263028,,,,TAS2R19
ENSG00000276887,,,,TTYH1
ENSG00000278699,,,,POTEB3
ENSG00000272712,,,,TAS2R8
ENSG00000273326,,,,TAS2R7
ENSG00000276061,,,,NDUFA3
ENSG00000262829,,,,
ENSG00000273431,,,,TAS2R50
ENSG00000276323,,,,TFPT
ENSG00000272751,,,,
ENSG00000262612,,,,TAS2R43
ENSG00000261984,,,,TAS2R14
ENSG00000276220,,,,NDUFA3
ENSG00000273086,,,,TAS2R9
ENSG00000261853,,,,
ENSG00000276826,,,,RDH13
ENSG00000261936,,,,TAS2R45
ENSG00000263097,,,,TAS2R31
ENSG00000273457,,,,TAS2R13
ENSG00000262525,,,,TAS2R46
ENSG00000273092,,,,TAS2R20
ENSG00000278322,,,,MBOAT7
ENSG00000273144,,,,TAS2R15P
ENSG00000262293,,,,
ENSG00000263247,,,,PRR4
ENSG00000226799,,,,
ENSG00000227858,,,,ZFP57
ENSG00000282544,,,,
ENSG00000229469,,,,OR2H5P
ENSG00000281604,,,,
ENSG00000242289,,,,OR5V1
ENSG00000282545,,,,RPL5P32
ENSG00000282060,,,,
ENSG00000281836,,,,
ENSG00000227576,,,,GPR53P
ENSG00000282072,,,,
ENSG00000275809,,,,U6
ENSG00000225550,,,,OR2J2
ENSG00000273624,,,,U6
ENSG00000282660,,,,
ENSG00000275796,,,,NLRP2
ENSG00000276468,,,,KIR2DP1
ENSG00000282655,,,,PDCD6IPP2
ENSG00000225305,,,,TMEM183AP1
ENSG00000227384,,,,HLA-DRB9
ENSG00000277507,,,,
ENSG00000281743,,,,
ENSG00000264619,,,,MSH5-SAPCD1
ENSG00000281237,,,,SDHAP2
ENSG00000282004,,,,ABCB10P4
ENSG00000276701,,,,MIF
ENSG00000278186,,,,GOLGA8M
ENSG00000282503,,,,
ENSG00000282643,,,,DLGAP2-AS1
ENSG00000282169,,,,
ENSG00000282130,,,,NSMCE3
ENSG00000274161,,,,DLGAP2
ENSG00000281925,,,,
ENSG00000282417,,,,HERC2P9
ENSG00000275117,,,,
ENSG00000278270,,,,RPS9
ENSG00000280601,,,,
ENSG00000281287,,,,
ENSG00000276051,,,,HLA-G
ENSG00000281180,,,,
ENSG00000274437,,,,DERL3
ENSG00000282105,,,,RPL41P2
ENSG00000277709,,,,KIR3DL2
ENSG00000282444,,,,
ENSG00000282198,,,,
ENSG00000276875,,,,KIR3DL3
ENSG00000282648,,,,
ENSG00000282023,,,,
ENSG00000282118,,,,
ENSG00000278310,,,,GOLGA8F
ENSG00000282764,,,,KSR1P1
ENSG00000282178,,,,IGKV1OR10-1
ENSG00000282271,,,,
ENSG00000262986,,,,SMIM10L1
ENSG00000263083,,,,TAS2R64P
ENSG00000282372,,,,PABPC1P8
ENSG00000282711,,,,TRBV11-1
ENSG00000272805,,,,TAS2R10
ENSG00000282704,,,,TRBV7-6
ENSG00000272718,,,,
ENSG00000274202,ENSMUSG00002076687,U2,0,U2
ENSG00000274176,,,,CNOT3
ENSG00000282618,,,,TRBV10-1
ENSG00000263158,,,,TAS2R63P
ENSG00000282236,,,,TRBV5-2
ENSG00000282756,,,,TRBV7-4
ENSG00000282577,,,,TRBV5-5
ENSG00000282505,,,,
ENSG00000275921,,,,
ENSG00000282242,,,,TRBV11-3
ENSG00000282423,,,,TRBV1
ENSG00000273991,,,,LILRB5
ENSG00000282621,,,,TRBV19
ENSG00000282354,,,,TRBV12-4
ENSG00000276439,,,,Metazoa_SRP
ENSG00000282225,,,,TRBV7-1
ENSG00000275917,,,,CHRFAM7A
ENSG00000281963,,,,TRBV25-1
ENSG00000282483,,,,TRBV17
ENSG00000282307,,,,SERPINF1
ENSG00000282148,,,,TRBV5-3
ENSG00000281943,,,,TRBV7-9
ENSG00000282748,,,,TRBV5-7
ENSG00000281427,,,,
ENSG00000273953,,,,OR10A3
ENSG00000282234,,,,TRBV27
ENSG00000231580,,,,RPL32P1
ENSG00000234305,,,,OR2J1
ENSG00000282506,,,,TRBV7-2
ENSG00000276025,,,,OR5P2
ENSG00000235697,,,,DDX39BP1
ENSG00000282462,,,,TRBV21-1
ENSG00000280497,,,,OR5E1P
ENSG00000275744,,,,SLC2A11
ENSG00000277480,,,,HCG4P8
ENSG00000276336,,,,SCARF1
ENSG00000278253,,,,OR5P3
ENSG00000274348,,,,TRPV5
ENSG00000227222,,,,DHX16
ENSG00000276451,,,,OR10A6
ENSG00000276780,,,,NLRP10
ENSG00000276774,,,,LENG1
ENSG00000281377,,,,LINC01596
ENSG00000277419,,,,U6
ENSG00000281610,,,,HSP90AA4P
ENSG00000274734,,,,ARHGAP11B
ENSG00000280513,,,,LINC01262
ENSG00000281367,,,,
ENSG00000275384,,,,TARM1
ENSG00000280853,,,,
ENSG00000276145,,,,TARM1
ENSG00000281787,,,,FRG1-DT
ENSG00000274626,,,,RPS9
ENSG00000277025,,,,MBOAT7
ENSG00000278379,,,,U6
ENSG00000273839,,,,Metazoa_SRP
ENSG00000274208,,,,U1
ENSG00000276367,,,,U8
ENSG00000276932,,,,Y_RNA
ENSG00000277980,,,,Y_RNA
ENSG00000275568,,,,ARHGAP11A
ENSG00000279577,,,,
ENSG00000275641,,,,PCGF7P
ENSG00000279552,,,,ZNF729
ENSG00000278613,,,,NAIP
ENSG00000276219,,,,ZNF676
ENSG00000233964,,,,HLA-K
ENSG00000276082,,,,CNOT3
ENSG00000229040,,,,
ENSG00000276260,,,,
ENSG00000232804,,,,HSPA1B
ENSG00000279902,,,,
ENSG00000274875,,,,ZNF92P2
ENSG00000279731,,,,
ENSG00000279661,,,,MTDHP5
ENSG00000280210,,,,VN1R85P
ENSG00000279984,,,,BNIP3P31
ENSG00000232569,,,,GABBR1
ENSG00000279350,,,,BNIP3P30
ENSG00000282605,,,,TRBV12-5
ENSG00000282589,,,,TRBJ2-2P
ENSG00000282303,,,,PRSS3P3
ENSG00000281957,,,,TRBJ1-6
ENSG00000282215,,,,TRBJ1-5
ENSG00000282436,,,,TRBV11-2
ENSG00000282064,,,,TRBV20-1
ENSG00000273655,,,,
ENSG00000282543,,,,
ENSG00000276504,,,,TFPT
ENSG00000282007,,,,TRBV10-2
ENSG00000274538,,,,PHLDA2
ENSG00000277730,,,,SCGB1C2
ENSG00000275821,,,,LLCFC1
ENSG00000274305,,,,LENG8
ENSG00000273944,,,,RDH13
ENSG00000282204,,,,TRBV9
ENSG00000282295,,,,PRSS3P1
ENSG00000282365,,,,LINC02091
ENSG00000280552,,,,
ENSG00000278191,,,,CARS1
ENSG00000281981,,,,TRBC1
ENSG00000282488,,,,TRBJ2-1
ENSG00000274672,,,,TSEN34
ENSG00000281078,,,,IGKV1D-8
ENSG00000262334,,,,RPH3AL
ENSG00000282170,,,,PRSS59P
ENSG00000275246,,,,TLCD2
ENSG00000275777,,,,IGKV3D-7
ENSG00000274965,,,,TRPM1
ENSG00000280569,,,,
ENSG00000276971,,,,TRPV6
ENSG00000280572,,,,IGKV1OR2-118
ENSG00000280491,,,,
ENSG00000281759,,,,
ENSG00000276021,,,,WDR81
ENSG00000280768,,,,
ENSG00000276065,,,,GP6
ENSG00000274616,,,,CNOT3
ENSG00000281493,,,,IGLV3-31
ENSG00000282385,,,,
ENSG00000276287,,,,
ENSG00000274575,,,,IGLV1-40
ENSG00000275984,,,,
ENSG00000282291,,,,SLC39A11
ENSG00000276551,,,,
ENSG00000274273,,,,ATP9B
ENSG00000275918,,,,KIR3DX1
ENSG00000263310,,,,SALL3
ENSG00000281326,,,,
ENSG00000281502,,,,ASH2LP1
ENSG00000276848,,,,KIR3DX1
ENSG00000277629,,,,
ENSG00000281296,,,,LL22NC03-63E9.3
ENSG00000262280,,,,LINC01896
ENSG00000281031,,,,IGLV3-30
ENSG00000278795,,,,LILRP2
ENSG00000278516,,,,LENG1
ENSG00000282470,,,,TRBV6-7
ENSG00000274854,,,,IGLV1-44
ENSG00000282049,,,,PRSS2
ENSG00000282203,,,,TRBV7-3
ENSG00000274646,,,,RPS9
ENSG00000280866,,,,IGLV3-32
ENSG00000282771,,,,TRBV18
ENSG00000274110,,,,LAIR1
ENSG00000282809,,,,MOXD2P
ENSG00000274873,,,,
ENSG00000277421,,,,ZNF280B
ENSG00000279830,,,,NDUFB9P1
ENSG00000277606,,,,
ENSG00000274247,,,,PRSS1
ENSG00000275463,,,,LILRB2
ENSG00000276463,,,,TAF9
ENSG00000275935,,,,LENG1
ENSG00000282030,,,,
ENSG00000280941,,,,IGLVI-38
ENSG00000282720,,,,
ENSG00000281055,,,,IGLV2-34
ENSG00000282518,,,,
ENSG00000276363,,,,VSTM1
ENSG00000282449,,,,TRBV23-1
ENSG00000263267,,,,RPH3AL-AS1
ENSG00000282040,,,,
ENSG00000281471,,,,IGLV5-37
ENSG00000278550,,,,SLC43A2
ENSG00000282466,,,,TRBV5-4
ENSG00000282667,,,,PRSS3P2
ENSG00000278293,,,,IGLV7-43
ENSG00000272670,,,,DOC2B
ENSG00000277378,,,,OR6V1
ENSG00000282335,,,,OR9P1P
ENSG00000282313,,,,
ENSG00000281074,,,,IGLVVII-41-1
ENSG00000282270,,,,PGBD4P1
ENSG00000274741,,,,
ENSG00000282273,,,,TRBJ1-4
ENSG00000281361,,,,IGLVI-42
ENSG00000278563,,,,MGAM2
ENSG00000281565,,,,IGLV1-41
ENSG00000273715,,,,
ENSG00000273737,,,,IGLV1-36
ENSG00000278046,,,,LILRA3
ENSG00000278096,,,,
ENSG00000282634,,,,
ENSG00000282235,,,,LINC02887
ENSG00000275499,,,,ZNF280A
ENSG00000277660,,,,U6
ENSG00000276618,,,,RAD17
ENSG00000274084,,,,LAIR2
ENSG00000281401,,,,
ENSG00000281093,,,,NCF4-AS1
ENSG00000281536,,,,
ENSG00000275990,,,,NCF4
ENSG00000281345,,,,IGLV2-33
